r,g,b
0.038534595190574825,0.3317111950284827,0.7091387523045056
0.03762491644588296,0.33444536749870535,0.7379115794407044
0.03671523770119108,0.337179539968928,0.7666844065769035
0.03678331998653572,0.339776681216986,0.7935362759968926
0.06759655466079766,0.3380649518125323,0.7599846972294146
0.09840978933505995,0.3363532224080787,0.7264331184619364
0.12922302400932187,0.33464149300362506,0.6928815396944585
0.16003625868358382,0.33292976359917137,0.6593299609269807
0.19084949335784573,0.33121803419471774,0.6257783821595028
0.22166272803210804,0.3295063047902641,0.5922268033920245
0.23784014438114964,0.325028558026929,0.5727466812480579
0.23362338765406526,0.31669652477990673,0.5728743265302951
0.2294066309269808,0.3083644915328844,0.5730019718125323
0.2251898741998964,0.30003245828586217,0.5731296170947695
0.220973117472812,0.2917004250388399,0.5732572623770067
0.21675636074572754,0.2833683917918176,0.5733849076592439
0.21253960401864314,0.27503635854479536,0.5735125529414811
0.2093057655204557,0.26754871644225786,0.5775280255670637
0.20631033697566023,0.2602658841066804,0.5824865031227344
0.2033149084308648,0.252983051771103,0.587444980678405
0.20031947988606938,0.24570021943552559,0.5924034582340756
0.19732405134127395,0.2384173870999482,0.5973619357897462
0.19432862279647847,0.23113455476437073,0.6023204133454169
0.1936704799689282,0.2257272590005179,0.6075225494821337
0.202862326949767,0.22822401021750388,0.613751532496116
0.212054173930606,0.23072076143448994,0.6199805155100985
0.22124602091144502,0.23321751265147597,0.6262094985240809
0.23043786789228382,0.23571426386846195,0.6324384815380633
0.23962971487312282,0.23821101508544798,0.6386674645520457
0.24882156185396184,0.240707766302434,0.6448964475660282
0.2545003320559296,0.23871755526670116,0.6460020131020197
0.25762224756084934,0.2334616853133091,0.6433787008285863
0.26074416306576903,0.22820581535991716,0.6407553885551528
0.2638660785706888,0.22294994540652507,0.6381320762817193
0.2669879940756085,0.21769407545313302,0.6355087640082858
0.2701099095805282,0.21243820549974107,0.6328854517348524
0.273231825085448,0.20718233554634902,0.630262139461419
0.2755209731227344,0.20296166554117032,0.6337998846193683
0.27778059039875713,0.19877770475401346,0.6375561069911962
0.28004020767477994,0.19459374396685652,0.6413123293630244
0.28229982495080275,0.19040978317969956,0.6450685517348524
0.2845594422268255,0.1862258223925427,0.6488247741066805
0.2868190595028483,0.18204186160538577,0.6525809964785085
0.2888069429363025,0.17689075908855503,0.6556200540134646
0.2902962079596064,0.1699649984464008,0.6573431488865873
0.2917854729829104,0.16303923780424642,0.65906624375971
0.2932747380062144,0.15611347716209206,0.6607893386328327
0.2947640030295184,0.14918771651993784,0.6625124335059555
0.29625326805282237,0.14226195587778345,0.6642355283790782
0.29774253307612636,0.13533619523562906,0.665958623252201
0.2981925371983428,0.13004142520145,0.674005117566028
0.2982768754479544,0.12532052223303983,0.6842765116830659
0.298361213697566,0.12059961926462964,0.6945479058001037
0.29844555194717765,0.11587871629621956,0.7048192999171414
0.2985298901967892,0.11115781332780937,0.7150906940341792
0.29861422844640084,0.10643691035939919,0.7253620881512172
0.2994374733661316,0.10338224120973594,0.7373822670533403
0.3053531831745211,0.1118110754054895,0.7614548816364581
0.31126889298291055,0.12023990960124306,0.7855274962195758
0.3171846027912999,0.12866874379699644,0.809600110802693
0.32310031259968935,0.13709757799275,0.8336727253858108
0.3290160224080787,0.14552641218850337,0.857745339968928
0.33493173221646816,0.15395524638425692,0.8818179545520458
0.3456816600466082,0.15435982661833236,0.8708740727602272
0.36100798093733816,0.1471681131020197,0.8267812410668048
0.3763343018280685,0.13997639958570685,0.7826884093733814
0.39166062271879876,0.13278468606939398,0.7385955776799579
0.40698694360952875,0.1255929725530813,0.6945027459865354
0.4223132645002591,0.11840125903676846,0.6504099142931119
0.43763958539098935,0.1112095455204556,0.6063170825996884
0.43607870215950284,0.10966195773692387,0.623995778674262
0.43265573178146033,0.10873672602278611,0.6484857838943555
0.4292327614034179,0.10781149430864835,0.6729757891144489
0.4258097910253754,0.10688626259451062,0.6974657943345417
0.42238682064733296,0.10596103088037286,0.7219557995546352
0.41896385026929045,0.1050357991662351,0.7464458047747287
0.4179203784722942,0.10307439417400309,0.7623122399274987
0.42276899839979293,0.098547226778871,0.7568250730088036
0.42761761832729167,0.0940200593837389,0.7513379060901086
0.4324662382547903,0.08949289198860691,0.7458507391714138
0.43731485818228905,0.08496572459347482,0.7403635722527186
0.4421634781097878,0.08043855719834272,0.7348764053340237
0.4470120980372864,0.07591138980321074,0.7293892384153288
0.4575848595339204,0.08674707408078741,0.7553937793992755
0.4709179938684622,0.104991240129467,0.7965846769860185
0.4842511282030037,0.12323540617814616,0.8377755745727605
0.4975842625375455,0.14147957222682575,0.8789664721595034
0.5109173968720873,0.15972373827550534,0.9201573697462464
0.5242505312066288,0.17796790432418452,0.9613482673329884
0.53818722949767,0.19607900879855023,0.9959519631279119
0.5613115124598659,0.21216462041947218,0.9302838094251668
0.5844357954220613,0.22825023204039374,0.864615655722423
0.6075600783842572,0.24433584366131567,0.7989475020196778
0.6306843613464531,0.2604214552822376,0.7332793483169326
0.6538086443086486,0.2765070669031591,0.6676111946141889
0.6769329272708445,0.2925926785240811,0.6019430409114437
0.6908334086483687,0.3029071567167271,0.5641353715691352
0.6933977674676334,0.3061288678715692,0.5605684501812532
0.695962126286898,0.3093505790264113,0.5570015287933713
0.6985264851061626,0.31257229018125327,0.5534346074054893
0.7010908439254273,0.31579400133609536,0.5498676860176074
0.703655202744692,0.3190157124909374,0.5463007646297254
0.7062195615639565,0.3222374236457794,0.5427338432418436
0.7109641456758157,0.3302757099637495,0.5394918424132573
0.716137626566546,0.33926151926462994,0.5363137603832211
0.7213111074572761,0.34824732856551016,0.5331356783531849
0.7264845883480063,0.3572331378663906,0.5299575963231485
0.7316580692387366,0.36621894716727105,0.5267795142931123
0.7368315501294667,0.37520475646815127,0.5236014322630761
0.74129531248058,0.3835151242102538,0.5169489726566543
0.7432805193164164,0.3894666422009323,0.4981629175142409
0.7452657261522527,0.3954181601916106,0.4793768623718279
0.7472509329880891,0.401369678182289,0.46059080722941453
0.7492361398239255,0.4073211961729675,0.4418047520870011
0.7512213466597618,0.4132727141636458,0.42301869694458816
0.7532065534955982,0.41922423215432425,0.4042326418021747
0.7497745778353183,0.42064057838943547,0.3978348040807872
0.7428731706887622,0.41915237642154324,0.3993709932470223
0.7359717635422061,0.4176641744536509,0.4009071824132574
0.7290703563956498,0.4161759724857586,0.40244337157949256
0.7221689492490937,0.41468777051786637,0.4039795607457276
0.7152675421025374,0.4131995685499741,0.40551574991196276
0.7083661349559811,0.4117113665820818,0.40705193907819787
0.7000278418436042,0.4075420615069911,0.41344550446400835
0.6916846109787673,0.40336354301916094,0.41985576186431917
0.6833413801139305,0.39918502453133087,0.42626601926462976
0.6749981492490936,0.3950065060435007,0.4326762766649405
0.6666549183842567,0.39082798755567055,0.43908653406525133
0.6583116875194199,0.3866494690678405,0.4454967914655619
0.6517157552563437,0.38373893036250645,0.452199435567064
0.6479279814603832,0.38286621630761264,0.45937198686690833
0.6441402076644226,0.3819935022527188,0.466544538166753
0.6403524338684619,0.3811207881978249,0.47371708946659774
0.6365646600725012,0.3802480741429311,0.4808896407664424
0.6327768862765405,0.37937536008803724,0.4880621920662871
0.6289891124805799,0.3785026460331434,0.4952347433661318
0.6296001411185914,0.381806259399275,0.49271433544795445
0.6315210353702745,0.38635349026411187,0.4873075796737441
0.6334419296219576,0.3909007211289488,0.4819008238995338
0.6353628238736406,0.3954479519937857,0.4764940681253235
0.6372837181253237,0.3999951828586226,0.47108731235111323
0.6392046123770068,0.4045424137234595,0.46568055657690294
0.6406269190367685,0.40866766426721907,0.460286188166753
0.6393828659658207,0.41053623744174006,0.4549580652252718
0.6381388128948731,0.41240481061626105,0.44962994228379066
0.6368947598239254,0.41427338379078205,0.44430181934230956
0.6356507067529776,0.41614195696530304,0.4389736964008284
0.63440665368203,0.4180105301398239,0.4336455734593475
0.6331626006110823,0.4198791033143449,0.4283174505178664
0.630877456545831,0.420691106255826,0.4273366107198343
0.6277214627809424,0.42061931145520454,0.42999217757638536
0.6245654690160537,0.4205475166545831,0.4326477444329364
0.6214094752511651,0.42047572185396165,0.4353033112894874
0.6182534814862765,0.42040392705334023,0.43795887814603834
0.6150974877213878,0.4203321322527188,0.44061444500258934
0.6119414939564991,0.42026033745209734,0.4432700118591404
0.6113099588140859,0.4223817078094252,0.4406272933920248
0.6108640456292076,0.42466434031071987,0.4375949951216985
0.6104181324443293,0.42694697281201455,0.4345626968513722
0.6099722192594511,0.42922960531330917,0.4315303985810461
0.6095263060745728,0.43151223781460385,0.42849810031071983
0.6090803928896945,0.43379487031589853,0.4254658020403935
0.6080206955981357,0.4358298954945624,0.42347998831693423
0.6056476323148627,0.4373350942516831,0.4237334264733299
0.6032745690315898,0.4388402930088038,0.42398686462972557
0.600901505748317,0.44034549176592436,0.4242403027861212
0.598528442465044,0.44185069052304504,0.42449374094251685
0.5961553791817711,0.4433558892801657,0.4247471790989125
0.5937823158984982,0.4448610880372864,0.42500061725530813
0.5931249840497153,0.44990772656654604,0.42901409201450047
0.5931839284308649,0.4564328302433975,0.43459729079233583
0.5932428728120145,0.4629579339202486,0.4401804895701709
0.5933018171931642,0.4694830375971,0.4457636883480063
0.5933607615743138,0.4760081412739514,0.45134688712584164
0.5934197059554636,0.48253324495080285,0.456930085903677
0.5933985871569135,0.4892519698083897,0.4626973978353187
0.5925916630761264,0.4978710506991196,0.4702717462765406
0.5917847389953392,0.5064901315898499,0.47784609471776285
0.590977814914552,0.5151092124805802,0.4854204431589851
0.590170890833765,0.5237282933713104,0.4929947916002073
0.5893639667529778,0.5323473742620407,0.5005691400414295
0.5885570426721906,0.540966455152771,0.5081434884826518
0.5866789525634386,0.5485182734852408,0.5172375459865355
0.5836378821957535,0.5549113496116003,0.5279815733298809
0.5805968118280683,0.5613044257379597,0.5387256006732265
0.5775557414603831,0.5676975018643191,0.549469628016572
0.5745146710926979,0.5740905779906786,0.5602136553599174
0.5714736007250127,0.5804836541170381,0.570957682703263
0.5684325303573278,0.5868767302433971,0.581701710046608
0.5653546799999999,0.5940962372242362,0.5878339103158985
0.5622711599999999,0.6014431386846195,0.5932551965302952
0.5591876399999999,0.6087900401450028,0.598676482744692
0.5561041199999999,0.616136941605386,0.6040977689590887
0.5530205999999999,0.6234838430657693,0.6095190551734855
0.54993708,0.6308307445261523,0.6149403413878819
0.5461338630554117,0.6368360704401864,0.6211266856654584
0.5402104578146038,0.6388891873122735,0.6295668496426724
0.5342870525737958,0.6409423041843605,0.6380070136198863
0.5283636473329879,0.6429954210564475,0.6464471775971002
0.52244024209218,0.6450485379285346,0.6548873415743142
0.5165168368513723,0.6471016548006214,0.6633275055515278
0.5105934316105644,0.6491547716727084,0.6717676695287417
0.4996930199171411,0.6486441011134126,0.6896046338632837
0.4859980324080783,0.6466938707664421,0.7127178764733305
0.47230304489901553,0.6447436404194716,0.7358311190833774
0.4586080573899534,0.6427934100725012,0.758944361693423
0.44491306988089063,0.6408431797255307,0.7820576043034699
0.43121808237182785,0.6388929493785603,0.8051708469135167
0.41771019215950267,0.6370575451320559,0.8280972582030041
0.4108442559813566,0.6392984674520974,0.8443911576126365
0.40397831980321053,0.6415393897721389,0.8606850570222689
0.39711238362506474,0.6437803120921802,0.8769789564319006
0.3902464474469186,0.6460212344122217,0.893272855841533
0.38338051126877254,0.6482621567322632,0.9095667552511655
0.37651457509062647,0.6505030790523046,0.9258606546607979
0.37171578762299323,0.6520075556447437,0.935894707736924
0.36983834254790254,0.652471270093216,0.9370822011185914
0.367960897472812,0.6529349845416883,0.938269694500259
0.3660834523977214,0.6533986989901606,0.9394571878819264
0.36420600732263075,0.6538624134386329,0.940644681263594
0.3623285622475401,0.6543261278871052,0.9418321746452616
0.36045111717244943,0.6547898423355775,0.943019668026929
0.3600244636147074,0.6526034795183842,0.939039984557224
0.35995740795442777,0.6497602599430348,0.9337795478508545
0.3598903522941481,0.6469170403676852,0.9285191111444846
0.3598232966338685,0.6440738207923355,0.9232586744381148
0.3597562409735888,0.6412306012169859,0.917998237731745
0.3596891853133092,0.6383873816416363,0.9127378010253752
0.3598264801450026,0.6352462870792334,0.9067236119627131
0.36084433982392544,0.6308216221180736,0.8974614354738476
0.36186219950284826,0.6263969571569135,0.8881992589849816
0.36288005918177113,0.6219722921957535,0.8789370824961158
0.36389791886069395,0.6175476272345933,0.8696749060072498
0.3649157785396168,0.6131229622734333,0.8604127295183839
0.36593363821853964,0.6086982973122732,0.8511505530295179
0.367343735701709,0.6030783267063697,0.8380654412739511
0.3690433420403936,0.5965761066960124,0.8221586392024854
0.37074294837907823,0.590073886685655,0.8062518371310198
0.37244255471776283,0.5835716666752976,0.7903450350595541
0.3741421610564475,0.5770694466649402,0.7744382329880883
0.37584176739513203,0.570567226654583,0.7585314309166235
0.3775413737338167,0.5640650066442257,0.7426246288451578
0.3726430418643189,0.5506771384774726,0.727287888606939
0.3674864277162091,0.5370197253650955,0.7119734639564987
0.36232981356809923,0.5233623122527183,0.6966590393060584
0.35717319941998943,0.5097048991403412,0.6813446146556181
0.35201658527187984,0.4960474860279647,0.6660301900051786
0.34685997112377004,0.48239007291558766,0.6507157653547383
0.34322107841532884,0.46838878299326747,0.6348925503366128
0.3424093138788193,0.45374693822889656,0.6181215885551523
0.3415975493423097,0.43910509346452564,0.6013506267736918
0.3407857848058001,0.4244632487001547,0.5845796649922312
0.3399740202692905,0.4098214039357845,0.5678087032107716
0.3391622557327809,0.39517955917141356,0.5510377414293111
0.3383504911962713,0.38053771440704265,0.5342667796478505
0.3381820765820818,0.3725432688140858,0.5242343476437077
0.33824407100983944,0.3669295196685653,0.5166152495598133
0.3383060654375971,0.3613157705230448,0.5089961514759189
0.33836805986535473,0.35570202137752455,0.5013770533920249
0.3384300542931124,0.35008827223200406,0.49375795530813044
0.33849204872087,0.3444745230864836,0.486138857224236
0.3390212351527707,0.33970005679958576,0.47957037672708447
0.3428726758363544,0.34089382417400316,0.4804729546245469
0.34672411651993806,0.34208759154842056,0.4813755325220094
0.3505755572035215,0.34328135892283795,0.4822781104194718
0.3544269978871052,0.34447512629725535,0.4831806883169342
0.35827843857068886,0.34566889367167275,0.4840832662143967
0.36212987925427254,0.34686266104609015,0.4849858441118592
0.3700325334852413,0.3519083477162096,0.4806657814189535
0.3818232651475925,0.36065084283790827,0.4713333858104604
0.39361399680994313,0.36939333795960655,0.4620009902019678
0.40540472847229436,0.3781358330813052,0.4526685945934747
0.4171954601346456,0.3868783282030039,0.4433361989849816
0.4289861917969968,0.39562082332470255,0.43400380337648853
0.440776923459348,0.4043633184464012,0.42467140776799545
0.4431278982392543,0.40579281692387364,0.4203500138477473
0.44439798482651477,0.40638494937338165,0.4166023987467633
0.4456680714137753,0.4069770818228897,0.4128547836457793
0.44693815800103576,0.40756921427239773,0.40910716854479534
0.4482082445882963,0.4081613467219058,0.40535955344381136
0.44947833117555674,0.4087534791714138,0.4016119383428274
0.4500406108700155,0.40856988012428797,0.3977375262351113
0.44882058164163646,0.40643293309166234,0.39354383009839455
0.44760055241325736,0.4042959860590367,0.3893501339616778
0.44638052318487825,0.4021590390264111,0.385156437824961
0.4451604939564992,0.4000220919937855,0.3809627416882443
0.4439404647281201,0.3978851449611599,0.3767690455515275
0.44272043549974105,0.3957481979285344,0.3725753494148109
0.4436047560590368,0.3928854337648886,0.3604891159399272
0.44551977855515285,0.389667167332988,0.3445371498912476
0.4474348010512688,0.3864489009010874,0.3285851838425681
0.44934982354738484,0.3832306344691868,0.31263321779388853
0.45126484604350087,0.3800123680372862,0.29668125174520893
0.4531798685396168,0.3767941016053858,0.2807292856965301
0.45523382170895915,0.3735879049093733,0.2642271068565505
0.45953518282755057,0.3705769539409632,0.23882442698083822
0.46383654394614204,0.367566002972553,0.21342174710512596
0.46813790506473346,0.36455505200414284,0.1880190672294137
0.47243926618332494,0.36154410103573265,0.16261638735370143
0.47674062730191613,0.3585331500673226,0.13721370747799033
0.4810419884205076,0.3555221990989124,0.11181102760227807
0.48420206466079757,0.3534627047332988,0.0911391433247018
0.4859399243604351,0.3525888716727084,0.07636255817710975
0.4876777840600726,0.35171503861211806,0.06158597302951772
0.48941564375971003,0.3508412055515277,0.046809387881926366
0.49115350345934755,0.34996737249093735,0.03203280273433433
0.492891363158985,0.34909353943034693,0.017256217586742284
0.49462922285862254,0.3482197063697566,0.0024796324391502395
0.4933717029777317,0.34821769841532885,0.0027730460321078463
0.49151017651475915,0.34839149058518903,0.006105265955463648
0.48964865005178665,0.34856528275504917,0.009437485878819292
0.4877871235888141,0.34873907492490935,0.012769705802175093
0.4859255971258415,0.34891286709476954,0.016101925725530895
0.48406407066286894,0.34908665926462973,0.019434145648886694
0.48281897655618855,0.3497288276954947,0.0227390078094253
0.4837699227187986,0.3520395865561886,0.025946407939927654
0.48472086888140864,0.3543503454168825,0.02915380807042986
0.4856718150440187,0.3566611042775764,0.03236120820093222
0.48662276120662873,0.3589718631382704,0.035568608331434576
0.4875737073692388,0.3612826219989644,0.038776008461936934
0.4885246535318488,0.3635933808596583,0.041983408592439285
0.4860100597721385,0.36301158207146544,0.045172740973588976
0.48124384402900044,0.3605504379181771,0.04835033442154328
0.47647762828586215,0.3580892937648886,0.05152792786949774
0.47171141254272386,0.35562814961160016,0.05470552131745219
0.4669451967995855,0.35316700545831164,0.05788311476540664
0.4621789810564472,0.3507058613050232,0.0610607082133611
0.45741276531330893,0.3482447171517347,0.06423830166131556
0.45598107349559813,0.34897442452615224,0.06566960476747802
0.4545723783946142,0.3497261377731745,0.0670888644919731
0.4531636832936302,0.3504778510201968,0.0685081242164682
0.4517549881926462,0.3512295642672191,0.06992738394096329
0.45034629309166224,0.35198127751424135,0.07134664366545837
0.4489375979906784,0.35273299076126363,0.0727659033899534
0.4472253239254272,0.3534574029518385,0.07585592269808399
0.44501802470222673,0.3541372972035215,0.08167033375971013
0.44281072547902633,0.3548171914552046,0.08748474482133628
0.4406034262558259,0.35549708570688765,0.09329915588296242
0.4383961270326255,0.3561769799585707,0.09911356694458857
0.43618882780942514,0.35685687421025375,0.10492797800621445
0.43398152858622474,0.3575367684619368,0.11074238906784059
0.4202548362195741,0.3482460700673217,0.11754299058001087
0.4030311852200926,0.33592858461936775,0.12464297133609553
0.38580753422061115,0.32361109917141384,0.13174295209218018
0.3685838832211281,0.31129361372345876,0.1388429328482655
0.35136023222164664,0.2989761282755048,0.14594291360435016
0.33413658122216355,0.2866586428275497,0.15304289436043547
0.31976822636457797,0.27657571219575355,0.16148330626618376
0.3210722747747281,0.27875800466597617,0.1772811958156394
0.32237632318487836,0.28094029713619895,0.1930790853650965
0.3236803715950285,0.28312258960642156,0.20887697491455212
0.32498442000517874,0.28530488207664434,0.22467486446400925
0.3262884684153289,0.28748717454686695,0.24047275401346488
0.32759251682547913,0.28966946701708973,0.256270643562922
0.32962166004660803,0.2934149923407563,0.2741416240290013
0.3322657570947695,0.29848629742620403,0.2937707955256344
0.33490985414293123,0.30355760251165226,0.31339996702226935
0.3375539511910927,0.30862890759710004,0.3330291385189024
0.3401980482392544,0.3137002126825483,0.3526583100155374
0.3428421452874159,0.31877151776799606,0.3722874815121705
0.3454862423355774,0.3238428228534438,0.39191665300880363
0.346456725624029,0.3251983530502331,0.40027681087519457
0.3472975192853444,0.3262659449715174,0.4077637241429312
0.3481383129466598,0.32733353689280176,0.41525063741066853
0.34897910660797515,0.328401128814086,0.4227375506784052
0.3498199002692906,0.32946872073537037,0.4302244639461425
0.35066069393060595,0.3305363126566547,0.43771137721387915
0.35132148394614193,0.3308861930916624,0.44364443096841016
0.35159096168824444,0.32967583116519933,0.4461995292594512
0.351860439430347,0.3284654692387364,0.448754627550492
0.3521299171724495,0.32725510731227336,0.45130972584153306
0.3523993949145521,0.3260447453858104,0.4538648241325739
0.3526688726566546,0.32483438345934745,0.4564199224236147
0.35293835039875715,0.32362402153288444,0.45897502071465573
0.3537718870740549,0.3233001078456758,0.4624303407819783
0.3548448048575868,0.3233523941429311,0.4662677061885036
0.35591772264111865,0.32340468044018644,0.47010507159502857
0.35699064042465045,0.32345696673744173,0.47394243700155353
0.35806355820818236,0.323509253034697,0.4777798024080789
0.35913647599171417,0.32356153933195236,0.48161716781460384
0.3602492611600208,0.3236060272449508,0.4853336150440188
0.36176992034179184,0.32357073168824446,0.48781297630761267
0.36329057952356303,0.32353543613153807,0.4902923375712068
0.3648112387053341,0.3235001405748317,0.4927716988348007
0.36633189788710513,0.32346484501812534,0.49525106009839465
0.3678525570688763,0.32342954946141894,0.49773042136198875
0.36937321625064734,0.3233942539047126,0.5002097826255827
0.37078976723977225,0.3235067511237701,0.5033336986224757
0.3720917243190057,0.32378192672190576,0.5071670885344383
0.37339368139823925,0.3240571023200414,0.5110004784464008
0.3746956384774729,0.32433227791817715,0.5148338683583638
0.3759975955567064,0.3246074535163128,0.5186672582703263
0.37729955263594006,0.32488262911444854,0.5225006481822893
0.37860150971517353,0.3251578047125842,0.5263340380942518
0.3803233449922322,0.3253805040186432,0.5289988944795445
0.3821118276022787,0.32559487375453133,0.5314782693526671
0.38390031021232524,0.32580924349041945,0.5339576442257897
0.38568879282237195,0.32602361322630763,0.5364370190989126
0.38747727543241844,0.32623798296219575,0.5389163939720353
0.38926575804246516,0.32645235269808387,0.5413957688451582
0.39154175627654075,0.3273054917141378,0.5436202432936303
0.39528030138270326,0.33007493857068876,0.5450800164681512
0.39901884648886604,0.3328443854272399,0.5465397896426722
0.40275739159502855,0.3356138322837908,0.5479995628171932
0.40649593670119133,0.33838327914034194,0.5494593359917143
0.41023448180735383,0.3411527259968929,0.5509191091662351
0.4139730269135163,0.3439221728534438,0.552378882340756
0.4167588888814087,0.3445233345831175,0.5500363377524596
0.41900182389953394,0.3438888069394096,0.5455268808907301
0.4212447589176594,0.3432542792957016,0.5410174240290002
0.4234876939357846,0.34261975165199376,0.5365079671672708
0.42573062895391006,0.3419852240082858,0.5319985103055408
0.4279735639720353,0.3413506963645779,0.5274890534438114
0.4301559021543242,0.3406991922889694,0.5231504591869498
0.42987108344899017,0.33935650491455194,0.5257684138425688
0.42958626474365613,0.3380138175401346,0.5283863684981875
0.4293014460383221,0.33667113016571715,0.5310043231538065
0.42901662733298807,0.3353284427912998,0.5336222778094253
0.4287318086276541,0.33398575541688247,0.536240232465044
0.42844698992232005,0.33264306804246496,0.538858187120663
0.42882203263594,0.3318566611444847,0.5405799114293113
0.4301428767167272,0.3318675895960642,0.5410170389073019
0.43146372079751427,0.3318785180476437,0.5414541663852926
0.4327845648783015,0.3318894464992232,0.5418912938632833
0.4341054089590886,0.3319003749508027,0.5423284213412739
0.43542625303987575,0.3319113034023822,0.5427655488192646
0.43674709712066295,0.3319222318539617,0.5432026762972553
0.4386831963438634,0.3326583224287934,0.5430874658726048
0.440775089787675,0.3335780377472813,0.5428323930605903
0.4428669832314864,0.33449775306576907,0.5425773202485759
0.44495887667529777,0.33541746838425684,0.5423222474365613
0.44705077011910943,0.33633718370274474,0.5420671746245468
0.4491426635629208,0.33725689902123257,0.5418121018125324
0.45133672103573297,0.3383299083428277,0.5412322711548418
0.45398105700673236,0.34007854678922844,0.5392211003625064
0.45662539297773175,0.3418271852356292,0.5372099295701709
0.45926972894873136,0.34357582368203016,0.5351987587778352
0.46191406491973075,0.3453244621284309,0.5331875879854997
