time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance,position_covariance_type
2022/03/21/14:42:39.521188,32782,1647841359,399944703,gps,2,1,37.3647724,126.7234727,33.738,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:39.619829,32783,1647841359,499944679,gps,2,1,37.364777,126.7234771,33.732,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:39.718641,32784,1647841359,599944655,gps,2,1,37.3647817,126.7234815,33.726,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:39.820327,32785,1647841359,699944631,gps,2,1,37.3647864,126.7234859,33.723,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:39.919352,32786,1647841359,799944607,gps,2,1,37.3647911,126.7234904,33.719,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:40.018562,32787,1647841359,899944583,gps,2,1,37.3647958,126.7234949,33.72,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:40.125853,32788,1647841359,999944560,gps,2,1,37.3648005,126.7234993,33.718,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:40.231470,32789,1647841360,99944535,gps,2,1,37.3648052,126.7235038,33.713,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:40.320661,32790,1647841360,199944512,gps,2,1,37.36481,126.7235083,33.711,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:40.416783,32791,1647841360,299944488,gps,2,1,37.3648148,126.7235128,33.714,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:40.520934,32792,1647841360,399944464,gps,2,1,37.3648196,126.7235173,33.712,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:40.626413,32793,1647841360,499944440,gps,2,1,37.3648244,126.7235219,33.714,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:40.721396,32794,1647841360,599944416,gps,2,1,37.3648292,126.7235264,33.709,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:40.822542,32795,1647841360,699944392,gps,2,1,37.3648339,126.7235309,33.705,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:40.919640,32796,1647841360,799944368,gps,2,1,37.3648387,126.7235354,33.707,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:41.020391,32797,1647841360,899944344,gps,2,1,37.3648434,126.7235398,33.702,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:41.125532,32798,1647841360,999944321,gps,2,1,37.3648481,126.7235443,33.698,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:41.225361,32799,1647841361,99944296,gps,2,1,37.3648528,126.7235487,33.697,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:41.318297,32800,1647841361,199944273,gps,2,1,37.3648575,126.7235531,33.691,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:41.422641,32801,1647841361,299944249,gps,2,1,37.3648621,126.7235574,33.687,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:41.520034,32802,1647841361,399944225,gps,2,1,37.3648667,126.7235617,33.682,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:41.628398,32803,1647841361,499944201,gps,2,1,37.3648712,126.723566,33.676,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:41.721337,32804,1647841361,599944177,gps,2,1,37.3648758,126.7235703,33.672,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:41.820097,32805,1647841361,699944153,gps,2,1,37.3648802,126.7235745,33.67,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:41.920520,32806,1647841361,799944129,gps,2,1,37.3648847,126.7235787,33.665,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:42.020679,32807,1647841361,899944105,gps,2,1,37.3648891,126.7235828,33.663,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:42.125804,32808,1647841361,999944083,gps,2,1,37.3648935,126.7235869,33.66,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:42.216876,32809,1647841362,99944058,gps,2,1,37.3648979,126.723591,33.655,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:42.322622,32810,1647841362,199944034,gps,2,1,37.3649022,126.7235951,33.652,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:42.420228,32811,1647841362,299944010,gps,2,1,37.3649065,126.7235991,33.653,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:42.526625,32812,1647841362,399943986,gps,2,1,37.3649108,126.7236031,33.649,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:42.627644,32813,1647841362,499943962,gps,2,1,37.3649152,126.7236072,33.637,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:42.720487,32814,1647841362,599943938,gps,2,1,37.3649195,126.7236112,33.621,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:42.821751,32815,1647841362,699943914,gps,2,1,37.3649237,126.7236151,33.618,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:42.920643,32816,1647841362,799943890,gps,2,1,37.3649278,126.7236189,33.615,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:43.018974,32817,1647841362,899943867,gps,2,1,37.364932,126.7236227,33.607,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:43.120678,32818,1647841362,999943844,gps,2,1,37.3649359,126.7236265,33.592,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:43.221652,32819,1647841363,99943819,gps,2,1,37.36494,126.7236302,33.57,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:43.322437,32820,1647841363,199943795,gps,2,1,37.3649441,126.7236339,33.561,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:43.422734,32821,1647841363,299943771,gps,2,1,37.3649481,126.7236376,33.562,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:43.519806,32822,1647841363,399943747,gps,2,1,37.3649521,126.7236413,33.562,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:43.619054,32823,1647841363,499943723,gps,2,1,37.3649559,126.7236448,33.56,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:43.720138,32824,1647841363,599943699,gps,2,1,37.3649597,126.7236483,33.553,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:43.820749,32825,1647841363,699943675,gps,2,1,37.3649633,126.7236519,33.56,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:43.917722,32826,1647841363,799943651,gps,2,1,37.3649669,126.7236552,33.563,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:44.013813,32827,1647841363,899943627,gps,2,1,37.3649704,126.7236585,33.563,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:44.122808,32828,1647841363,999943604,gps,2,1,37.3649738,126.7236617,33.56,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:44.227854,32829,1647841364,99943580,gps,2,1,37.3649771,126.7236649,33.56,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:44.321975,32830,1647841364,199943556,gps,2,1,37.3649802,126.723668,33.559,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:44.421888,32831,1647841364,299943532,gps,2,1,37.3649833,126.7236711,33.559,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:44.518504,32832,1647841364,399943508,gps,2,1,37.3649863,126.7236742,33.557,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:44.626395,32833,1647841364,499943484,gps,2,1,37.3649891,126.7236771,33.557,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:44.720528,32834,1647841364,599943460,gps,2,1,37.3649918,126.7236799,33.567,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:44.819108,32835,1647841364,699943436,gps,2,1,37.3649945,126.7236828,33.579,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:44.915759,32836,1647841364,799943413,gps,2,1,37.3649972,126.7236859,33.583,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:45.020674,32837,1647841364,899943389,gps,2,1,37.3649997,126.723689,33.584,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:45.122823,32838,1647841364,999943366,gps,2,1,37.3650023,126.7236921,33.584,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:45.227025,32839,1647841365,99943341,gps,2,1,37.3650047,126.7236952,33.588,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:45.320912,32840,1647841365,199943317,gps,2,1,37.3650072,126.7236983,33.592,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:45.420074,32841,1647841365,299943293,gps,2,1,37.3650097,126.7237016,33.6,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:45.526875,32842,1647841365,399943269,gps,2,1,37.3650122,126.7237049,33.602,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:45.630017,32843,1647841365,499943246,gps,2,1,37.3650144,126.7237083,33.593,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:45.720563,32844,1647841365,599943222,gps,2,1,37.3650163,126.7237117,33.583,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:45.816163,32845,1647841365,699943198,gps,2,1,37.3650183,126.7237151,33.579,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:45.918861,32846,1647841365,799943174,gps,2,1,37.3650202,126.7237186,33.575,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:46.017973,32847,1647841365,899943150,gps,2,1,37.3650222,126.723722,33.571,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:46.126175,32848,1647841365,999943127,gps,2,1,37.365024,126.7237255,33.559,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:46.230325,32849,1647841366,99943102,gps,2,1,37.3650257,126.7237291,33.538,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:46.420547,32850,1647841366,299943054,gps,2,1,37.3650288,126.723737,33.513,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:46.525042,32851,1647841366,399943031,gps,2,1,37.3650303,126.723741,33.51,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:46.619641,32852,1647841366,499943007,gps,2,1,37.3650317,126.7237451,33.511,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:46.715875,32853,1647841366,599942983,gps,2,1,37.3650331,126.7237492,33.508,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:46.830591,32854,1647841366,699942959,gps,2,1,37.3650344,126.7237535,33.508,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:46.918809,32855,1647841366,799942935,gps,2,1,37.3650355,126.7237579,33.511,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:47.019109,32856,1647841366,899942911,gps,2,1,37.3650365,126.7237623,33.511,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:47.123991,32857,1647841366,999942888,gps,2,1,37.3650374,126.7237669,33.509,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:47.226680,32858,1647841367,99942863,gps,2,1,37.3650383,126.7237715,33.51,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:47.320944,32859,1647841367,199942840,gps,2,1,37.3650392,126.7237762,33.51,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:47.422332,32860,1647841367,299942816,gps,2,1,37.36504,126.723781,33.51,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:47.518779,32861,1647841367,399942792,gps,2,1,37.3650407,126.723786,33.509,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:47.619611,32862,1647841367,499942768,gps,2,1,37.3650414,126.723791,33.51,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:47.719982,32863,1647841367,599942744,gps,2,1,37.3650421,126.723796,33.508,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:47.818849,32864,1647841367,699942720,gps,2,1,37.3650428,126.7238012,33.51,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:47.920046,32865,1647841367,799942696,gps,2,1,37.3650434,126.7238064,33.512,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:48.019857,32866,1647841367,899942672,gps,2,1,37.365044,126.7238117,33.507,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:48.124001,32867,1647841367,999942650,gps,2,1,37.3650447,126.7238171,33.504,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:48.229226,32868,1647841368,99942625,gps,2,1,37.3650453,126.7238226,33.502,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:48.322474,32869,1647841368,199942601,gps,2,1,37.365046,126.7238281,33.502,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:48.419015,32870,1647841368,299942577,gps,2,1,37.3650466,126.7238337,33.503,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:48.515134,32871,1647841368,399942553,gps,2,1,37.3650472,126.7238393,33.498,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:48.625982,32872,1647841368,499942529,gps,2,1,37.3650479,126.7238451,33.498,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:48.718805,32873,1647841368,599942505,gps,2,1,37.3650486,126.7238509,33.502,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:48.820787,32874,1647841368,699942481,gps,2,1,37.3650494,126.7238568,33.502,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:48.918886,32875,1647841368,799942457,gps,2,1,37.3650502,126.7238628,33.502,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:49.018020,32876,1647841368,899942434,gps,2,1,37.365051,126.7238688,33.5,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:49.124768,32877,1647841368,999942411,gps,2,1,37.3650518,126.7238749,33.499,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:49.220642,32878,1647841369,99942386,gps,2,1,37.3650528,126.723881,33.502,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:49.320032,32879,1647841369,199942362,gps,2,1,37.3650537,126.7238871,33.498,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:49.418874,32880,1647841369,299942338,gps,2,1,37.3650548,126.7238934,33.495,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:49.519708,32881,1647841369,399942314,gps,2,1,37.3650559,126.7238997,33.493,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:49.623775,32882,1647841369,499942290,gps,2,1,37.365057,126.723906,33.49,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:49.720149,32883,1647841369,599942266,gps,2,1,37.3650583,126.7239124,33.488,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:49.820820,32884,1647841369,699942243,gps,2,1,37.3650596,126.7239188,33.487,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:49.918117,32885,1647841369,799942219,gps,2,1,37.3650611,126.7239252,33.483,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:50.019039,32886,1647841369,899942195,gps,2,1,37.3650626,126.7239317,33.484,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:50.123697,32887,1647841369,999942172,gps,2,1,37.3650643,126.7239382,33.486,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:50.226809,32888,1647841370,99942147,gps,2,1,37.365066,126.7239448,33.488,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:50.326096,32889,1647841370,199942123,gps,2,1,37.3650679,126.7239514,33.488,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:50.422321,32890,1647841370,299942099,gps,2,1,37.3650699,126.7239579,33.493,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:50.519089,32891,1647841370,399942075,gps,2,1,37.365072,126.7239644,33.496,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:50.620108,32892,1647841370,499942052,gps,2,1,37.3650742,126.723971,33.497,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:50.719936,32893,1647841370,599942028,gps,2,1,37.3650766,126.7239776,33.493,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:50.819098,32894,1647841370,699942004,gps,2,1,37.3650791,126.7239841,33.491,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:50.921017,32895,1647841370,799941980,gps,2,1,37.3650817,126.7239906,33.492,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:51.020159,32896,1647841370,899941956,gps,2,1,37.3650845,126.723997,33.494,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:51.124166,32897,1647841370,999941933,gps,2,1,37.3650874,126.7240034,33.49,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:51.221665,32898,1647841371,99941908,gps,2,1,37.3650904,126.7240096,33.488,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:51.330477,32899,1647841371,199941884,gps,2,1,37.3650936,126.7240158,33.486,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:51.419069,32900,1647841371,299941861,gps,2,1,37.3650969,126.7240218,33.488,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:51.520004,32901,1647841371,399941837,gps,2,1,37.3651004,126.7240277,33.49,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:51.619084,32902,1647841371,499941813,gps,2,1,37.3651039,126.7240334,33.493,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:51.718489,32903,1647841371,599941789,gps,2,1,37.3651076,126.724039,33.499,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:42:51.819932,32904,1647841371,699941765,gps,2,1,37.3651114,126.7240444,33.5,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
