time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance,position_covariance_type
2022/03/21/14:41:39.324488,32181,1647841299,199959095,gps,2,1,37.3635432,126.7234585,33.918,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:39.419155,32182,1647841299,299959071,gps,2,1,37.363538,126.723454,33.922,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:39.520126,32183,1647841299,399959047,gps,2,1,37.3635329,126.7234494,33.926,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:39.626363,32184,1647841299,499959023,gps,2,1,37.3635277,126.723445,33.928,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:39.719216,32185,1647841299,599958999,gps,2,1,37.3635225,126.7234405,33.936,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:39.820552,32186,1647841299,699958975,gps,2,1,37.3635172,126.7234361,33.941,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:39.919445,32187,1647841299,799958952,gps,2,1,37.363512,126.7234317,33.949,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:40.018569,32188,1647841299,899958928,gps,2,1,37.3635068,126.7234273,33.954,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:40.119456,32189,1647841299,999958905,gps,2,1,37.3635016,126.7234229,33.958,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:40.225551,32190,1647841300,99958880,gps,2,1,37.3634963,126.7234185,33.959,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:40.320275,32191,1647841300,199958856,gps,2,1,37.3634911,126.7234142,33.962,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:40.419231,32192,1647841300,299958832,gps,2,1,37.3634858,126.7234099,33.965,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:40.519234,32193,1647841300,399958808,gps,2,1,37.3634806,126.7234055,33.97,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:40.625208,32194,1647841300,499958785,gps,2,1,37.3634753,126.7234012,33.975,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:40.719907,32195,1647841300,599958761,gps,2,1,37.36347,126.723397,33.979,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:40.819532,32196,1647841300,699958737,gps,2,1,37.3634647,126.7233927,33.983,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:40.919061,32197,1647841300,799958713,gps,2,1,37.3634594,126.7233884,33.988,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:41.014419,32198,1647841300,899958689,gps,2,1,37.3634541,126.7233841,33.994,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:41.124784,32199,1647841300,999958666,gps,2,1,37.3634487,126.7233799,34,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:41.226604,32200,1647841301,99958641,gps,2,1,37.3634433,126.7233757,34.004,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:41.323329,32201,1647841301,199958618,gps,2,1,37.363438,126.7233715,34.009,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:41.428488,32202,1647841301,299958594,gps,2,1,37.3634325,126.7233673,34.015,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:41.519216,32203,1647841301,399958570,gps,2,1,37.3634271,126.7233631,34.019,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:41.626044,32204,1647841301,499958546,gps,2,1,37.3634217,126.7233589,34.023,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:41.719963,32205,1647841301,599958522,gps,2,1,37.3634163,126.7233547,34.027,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:41.819347,32206,1647841301,699958498,gps,2,1,37.3634108,126.7233505,34.028,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:41.915591,32207,1647841301,799958474,gps,2,1,37.3634054,126.7233462,34.027,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:42.019641,32208,1647841301,899958450,gps,2,1,37.3633999,126.723342,34.029,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:42.125396,32209,1647841301,999958427,gps,2,1,37.3633944,126.7233378,34.028,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:42.220329,32210,1647841302,99958403,gps,2,1,37.3633889,126.7233336,34.028,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:42.327343,32211,1647841302,199958379,gps,2,1,37.3633835,126.7233294,34.029,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:42.419612,32212,1647841302,299958355,gps,2,1,37.363378,126.7233251,34.029,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:42.527009,32213,1647841302,399958331,gps,2,1,37.3633725,126.7233209,34.026,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:42.621475,32214,1647841302,499958307,gps,2,1,37.3633669,126.7233166,34.03,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:42.720352,32215,1647841302,599958283,gps,2,1,37.3633614,126.7233123,34.031,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:42.817516,32216,1647841302,699958259,gps,2,1,37.3633558,126.723308,34.032,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:42.920673,32217,1647841302,799958235,gps,2,1,37.3633502,126.7233037,34.034,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:43.020132,32218,1647841302,899958212,gps,2,1,37.3633446,126.7232993,34.034,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:43.127736,32219,1647841302,999958189,gps,2,1,37.363339,126.7232949,34.037,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:43.221272,32220,1647841303,99958164,gps,2,1,37.3633334,126.7232905,34.041,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:43.323595,32221,1647841303,199958140,gps,2,1,37.3633277,126.7232861,34.05,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:43.426290,32222,1647841303,299958116,gps,2,1,37.3633221,126.7232816,34.053,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:43.523524,32223,1647841303,399958092,gps,2,1,37.3633164,126.7232771,34.055,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:43.622281,32224,1647841303,499958068,gps,2,1,37.3633107,126.7232725,34.055,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:43.723198,32225,1647841303,599958044,gps,2,1,37.363305,126.7232679,34.055,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:43.823408,32226,1647841303,699958020,gps,2,1,37.3632992,126.7232634,34.053,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:43.920190,32227,1647841303,799957996,gps,2,1,37.3632934,126.7232587,34.051,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:44.021729,32228,1647841303,899957973,gps,2,1,37.3632877,126.723254,34.052,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:44.128365,32229,1647841303,999957950,gps,2,1,37.3632819,126.7232493,34.045,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:44.220365,32230,1647841304,99957925,gps,2,1,37.3632762,126.7232446,34.045,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:44.329503,32231,1647841304,199957901,gps,2,1,37.3632704,126.7232399,34.045,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:44.422601,32232,1647841304,299957877,gps,2,1,37.3632645,126.7232351,34.045,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:44.521739,32233,1647841304,399957853,gps,2,1,37.3632587,126.7232303,34.048,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:44.616445,32234,1647841304,499957829,gps,2,1,37.3632529,126.7232255,34.053,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:44.726608,32235,1647841304,599957805,gps,2,1,37.363247,126.7232206,34.054,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:44.819691,32236,1647841304,699957782,gps,2,1,37.3632411,126.7232157,34.059,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:44.919343,32237,1647841304,799957758,gps,2,1,37.3632352,126.7232107,34.062,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:45.019560,32238,1647841304,899957734,gps,2,1,37.3632292,126.7232057,34.062,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:45.123761,32239,1647841304,999957711,gps,2,1,37.3632233,126.7232008,34.064,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:45.224066,32240,1647841305,99957686,gps,2,1,37.3632174,126.7231958,34.072,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:45.325716,32241,1647841305,199957662,gps,2,1,37.3632114,126.7231908,34.069,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:45.422580,32242,1647841305,299957638,gps,2,1,37.3632055,126.7231857,34.075,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:45.516263,32243,1647841305,399957614,gps,2,1,37.3631995,126.7231807,34.076,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:45.623555,32244,1647841305,499957590,gps,2,1,37.3631936,126.7231755,34.071,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:45.731574,32245,1647841305,599957567,gps,2,1,37.3631875,126.7231705,34.07,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:45.820162,32246,1647841305,699957543,gps,2,1,37.3631817,126.7231653,34.074,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:45.919722,32247,1647841305,799957519,gps,2,1,37.3631756,126.7231602,34.075,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:46.021427,32248,1647841305,899957495,gps,2,1,37.3631697,126.7231551,34.08,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:46.126348,32249,1647841305,999957472,gps,2,1,37.3631637,126.7231499,34.084,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:46.219406,32250,1647841306,99957447,gps,2,1,37.3631578,126.7231448,34.088,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:46.328077,32251,1647841306,199957423,gps,2,1,37.3631518,126.7231397,34.093,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:46.417682,32252,1647841306,299957399,gps,2,1,37.363146,126.7231346,34.099,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:46.518721,32253,1647841306,399957375,gps,2,1,37.36314,126.7231294,34.104,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:46.617683,32254,1647841306,499957352,gps,2,1,37.3631342,126.7231244,34.107,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:46.719718,32255,1647841306,599957328,gps,2,1,37.3631283,126.7231192,34.108,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:46.819665,32256,1647841306,699957304,gps,2,1,37.3631224,126.7231141,34.111,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:46.919454,32257,1647841306,799957280,gps,2,1,37.3631166,126.7231089,34.113,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:47.018694,32258,1647841306,899957256,gps,2,1,37.3631108,126.7231038,34.113,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:47.124750,32259,1647841306,999957233,gps,2,1,37.363105,126.7230987,34.116,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:47.224696,32260,1647841307,99957208,gps,2,1,37.3630992,126.7230936,34.121,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:47.316657,32261,1647841307,199957184,gps,2,1,37.3630935,126.7230884,34.125,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:47.426260,32262,1647841307,299957161,gps,2,1,37.3630878,126.7230834,34.128,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:47.521863,32263,1647841307,399957137,gps,2,1,37.3630821,126.7230782,34.133,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:47.672884,32264,1647841307,499957113,gps,2,1,37.3630763,126.7230731,34.136,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:47.823722,32265,1647841307,699957065,gps,2,1,37.3630649,126.7230628,34.151,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:47.919683,32266,1647841307,799957041,gps,2,1,37.3630592,126.7230577,34.157,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:48.018495,32267,1647841307,899957017,gps,2,1,37.3630536,126.7230525,34.16,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:48.125576,32268,1647841307,999956994,gps,2,1,37.363048,126.7230474,34.158,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:48.215570,32269,1647841308,99956969,gps,2,1,37.3630424,126.7230422,34.155,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:48.324731,32270,1647841308,199956945,gps,2,1,37.3630369,126.7230371,34.16,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:48.419199,32271,1647841308,299956921,gps,2,1,37.3630313,126.7230319,34.168,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:48.520417,32272,1647841308,399956897,gps,2,1,37.3630258,126.7230268,34.168,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:48.623539,32273,1647841308,499956874,gps,2,1,37.3630203,126.7230216,34.17,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:48.718469,32274,1647841308,599956850,gps,2,1,37.3630148,126.7230164,34.169,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:48.818297,32275,1647841308,699956826,gps,2,1,37.3630093,126.7230111,34.169,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:48.918556,32276,1647841308,799956802,gps,2,1,37.3630038,126.7230059,34.171,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:49.016701,32277,1647841308,899956778,gps,2,1,37.3629984,126.7230008,34.172,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:49.118617,32278,1647841308,999956755,gps,2,1,37.3629929,126.7229955,34.174,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:49.224900,32279,1647841309,99956730,gps,2,1,37.3629875,126.7229903,34.178,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:49.318588,32280,1647841309,199956706,gps,2,1,37.3629821,126.7229851,34.178,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:49.419598,32281,1647841309,299956682,gps,2,1,37.3629766,126.7229799,34.181,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:49.518834,32282,1647841309,399956658,gps,2,1,37.3629713,126.7229746,34.185,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:49.624825,32283,1647841309,499956634,gps,2,1,37.3629658,126.7229694,34.188,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:49.719837,32284,1647841309,599956610,gps,2,1,37.3629604,126.7229641,34.189,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:49.820479,32285,1647841309,699956587,gps,2,1,37.362955,126.7229589,34.195,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:49.917937,32286,1647841309,799956563,gps,2,1,37.3629496,126.7229536,34.204,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:50.013911,32287,1647841309,899956539,gps,2,1,37.3629442,126.7229484,34.209,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:50.123580,32288,1647841309,999956516,gps,2,1,37.3629388,126.7229432,34.212,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:50.217470,32289,1647841310,99956491,gps,2,1,37.3629334,126.7229379,34.216,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:50.322587,32290,1647841310,199956467,gps,2,1,37.3629279,126.7229327,34.218,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:50.421755,32291,1647841310,299956443,gps,2,1,37.3629226,126.7229274,34.223,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:50.518350,32292,1647841310,399956419,gps,2,1,37.3629172,126.7229221,34.224,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:50.636352,32293,1647841310,499956395,gps,2,1,37.3629118,126.7229169,34.226,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:50.720699,32294,1647841310,599956372,gps,2,1,37.3629064,126.7229117,34.225,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:50.818809,32295,1647841310,699956348,gps,2,1,37.3629009,126.7229065,34.229,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:50.914799,32296,1647841310,799956324,gps,2,1,37.3628955,126.7229012,34.231,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:51.017581,32297,1647841310,899956300,gps,2,1,37.3628902,126.7228959,34.233,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:51.121694,32298,1647841310,999956277,gps,2,1,37.3628847,126.7228907,34.238,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:51.219809,32299,1647841311,99956252,gps,2,1,37.3628793,126.7228855,34.238,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:51.319428,32300,1647841311,199956228,gps,2,1,37.3628739,126.7228803,34.24,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:51.419898,32301,1647841311,299956205,gps,2,1,37.3628685,126.722875,34.243,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:51.518492,32302,1647841311,399956181,gps,2,1,37.3628631,126.7228698,34.247,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
2022/03/21/14:41:51.624916,32303,1647841311,499956157,gps,2,1,37.3628577,126.7228646,34.252,"(0.00019600000000000002, 0.0, 0.0, 0.0, 0.00019600000000000002, 0.0, 0.0, 0.0, 0.0001)",2
